suicides100kpop,age,sex,HDI for year,gdp_per_capita ($)
0.17,5,0,0.786,12892
0,5,1,0.786,12892
77.31,75,0,0.848,12905
38.94,55,0,0.848,12905
25.57,35,0,0.848,12905
17.49,25,0,0.848,12905
16.26,75,1,0.848,12905
12.51,55,1,0.848,12905
12.38,15,0,0.848,12905
8.24,35,1,0.848,12905
2.6,15,1,0.848,12905
2.26,25,1,0.848,12905
57.85,25,0,0.772,12969
53.35,75,0,0.772,12969
51.49,35,0,0.772,12969
43.07,55,0,0.772,12969
32.31,15,0,0.772,12969
16.1,75,1,0.772,12969
11.29,15,1,0.772,12969
9.36,25,1,0.772,12969
7.37,35,1,0.772,12969
6.65,55,1,0.772,12969
3.12,5,0,0.772,12969
1.8,5,1,0.772,12969
16.6,75,0,0.755,12975
12.28,55,0,0.755,12975
11.52,35,0,0.755,12975
11.26,25,0,0.755,12975
7.71,15,0,0.755,12975
3.11,35,1,0.755,12975
2.67,55,1,0.755,12975
2.61,25,1,0.755,12975
2.28,75,1,0.755,12975
2.17,15,1,0.755,12975
0.52,5,0,0.755,12975
0.4,5,1,0.755,12975
66.8,75,0,0.806,12978
35.6,55,0,0.806,12978
26.71,75,1,0.806,12978
25.92,35,0,0.806,12978
19.14,25,0,0.806,12978
12.48,15,0,0.806,12978
11.04,55,1,0.806,12978
10.51,25,1,0.806,12978
8.68,35,1,0.806,12978
7.98,15,1,0.806,12978
1.06,5,1,0.806,12978
0.88,5,0,0.806,12978
10.24,75,0,0.82,13043
7.53,55,0,0.82,13043
6.68,35,0,0.82,13043
5.46,25,0,0.82,13043
2.85,15,0,0.82,13043
2.52,75,1,0.82,13043
1.27,35,1,0.82,13043
0.87,55,1,0.82,13043
0.6,25,1,0.82,13043
0.34,5,0,0.82,13043
0.27,15,1,0.82,13043
0.18,5,1,0.82,13043
18.39,55,0,0.761,13044
15.11,35,0,0.761,13044
0,15,1,0.761,13044
0,25,1,0.761,13044
0,35,1,0.761,13044
0,5,1,0.761,13044
0,55,1,0.761,13044
0,75,1,0.761,13044
0,15,0,0.761,13044
0,25,0,0.761,13044
0,5,0,0.761,13044
0,75,0,0.761,13044
91.42,75,0,0.838,13087
46.55,55,0,0.838,13087
32.94,35,0,0.838,13087
23.9,75,1,0.838,13087
20.23,25,0,0.838,13087
13.4,55,1,0.838,13087
11.85,15,0,0.838,13087
9.23,35,1,0.838,13087
4.42,25,1,0.838,13087
2.72,15,1,0.838,13087
0.4,5,0,0.838,13087
0.21,5,1,0.838,13087
6.93,75,0,0.761,13170
4.64,55,0,0.761,13170
3.99,15,0,0.761,13170
3.85,35,0,0.761,13170
3.75,25,0,0.761,13170
1.83,15,1,0.761,13170
1.61,75,1,0.761,13170
1.51,55,1,0.761,13170
1.08,35,1,0.761,13170
1.03,25,1,0.761,13170
0.32,5,0,0.761,13170
0.29,5,1,0.761,13170
38.37,75,0,0.785,13180
14.98,55,0,0.785,13180
10.86,75,1,0.785,13180
8.13,35,0,0.785,13180
5.21,25,0,0.785,13180
4.09,55,1,0.785,13180
2.73,15,0,0.785,13180
1.68,25,1,0.785,13180
1.63,35,1,0.785,13180
1.07,15,1,0.785,13180
0.54,5,1,0.785,13180
0.17,5,0,0.785,13180
10.87,55,0,0.777,13189
9.65,75,0,0.777,13189
8.64,35,0,0.777,13189
7.25,15,0,0.777,13189
6.98,25,0,0.777,13189
1.62,75,1,0.777,13189
1.24,15,1,0.777,13189
1.05,35,1,0.777,13189
0.89,55,1,0.777,13189
0.83,5,0,0.777,13189
0.29,5,1,0.777,13189
0,25,1,0.777,13189
16.51,75,0,0.752,13191
12.25,55,0,0.752,13191
11.76,35,0,0.752,13191
11.43,25,0,0.752,13191
7.47,15,0,0.752,13191
3.26,35,1,0.752,13191
3.09,55,1,0.752,13191
2.54,75,1,0.752,13191
2.25,25,1,0.752,13191
2.11,15,1,0.752,13191
0.43,5,0,0.752,13191
0.31,5,1,0.752,13191
22.27,35,0,0.752,13204
15.12,25,0,0.752,13204
13.95,15,0,0.752,13204
0,15,1,0.752,13204
0,25,1,0.752,13204
0,35,1,0.752,13204
0,5,1,0.752,13204
0,55,1,0.752,13204
0,75,1,0.752,13204
0,5,0,0.752,13204
0,55,0,0.752,13204
0,75,0,0.752,13204
47.55,75,0,0.783,13217
28.84,55,0,0.783,13217
21.34,35,0,0.783,13217
18.88,75,1,0.783,13217
16.4,25,0,0.783,13217
11.52,15,0,0.783,13217
9.82,55,1,0.783,13217
8.52,25,1,0.783,13217
7.46,35,1,0.783,13217
7.3,15,1,0.783,13217
0.83,5,1,0.783,13217
0.82,5,0,0.783,13217
37.69,55,0,0.868,13228
32.05,35,0,0.868,13228
31.92,75,0,0.868,13228
25.24,25,0,0.868,13228
19.35,15,0,0.868,13228
5.25,55,1,0.868,13228
4.98,35,1,0.868,13228
4.3,75,1,0.868,13228
2.8,15,1,0.868,13228
2.42,25,1,0.868,13228
0.61,5,0,0.868,13228
0.38,5,1,0.868,13228
30.53,75,0,0.753,13258
29.81,25,0,0.753,13258
26.26,35,0,0.753,13258
15.38,55,0,0.753,13258
13.59,15,0,0.753,13258
9.1,75,1,0.753,13258
7.69,15,1,0.753,13258
4.99,25,1,0.753,13258
3.41,35,1,0.753,13258
2.32,55,1,0.753,13258
1.06,5,1,0.753,13258
0,5,0,0.753,13258
54.12,75,0,0.847,13264
47.95,55,0,0.847,13264
40.4,35,0,0.847,13264
25.93,75,1,0.847,13264
25.42,15,0,0.847,13264
21.68,25,0,0.847,13264
10,55,1,0.847,13264
6.18,35,1,0.847,13264
5.19,15,1,0.847,13264
4.31,25,1,0.847,13264
1.45,5,0,0.847,13264
0,5,1,0.847,13264
17.71,75,0,0.746,13283
12.55,55,0,0.746,13283
11.33,35,0,0.746,13283
11.08,25,0,0.746,13283
7.44,15,0,0.746,13283
3.25,35,1,0.746,13283
3.09,55,1,0.746,13283
2.62,25,1,0.746,13283
2.43,75,1,0.746,13283
2.23,15,1,0.746,13283
0.47,5,0,0.746,13283
0.25,5,1,0.746,13283
0,15,1,0.781,13287
0,25,1,0.781,13287
0,35,1,0.781,13287
0,5,1,0.781,13287
0,55,1,0.781,13287
0,75,1,0.781,13287
0,15,0,0.781,13287
0,25,0,0.781,13287
0,35,0,0.781,13287
0,5,0,0.781,13287
0,55,0,0.781,13287
0,75,0,0.781,13287
45.69,55,0,0.829,13304
43.57,35,0,0.829,13304
31.56,75,0,0.829,13304
25.57,25,0,0.829,13304
20.21,15,0,0.829,13304
7.3,55,1,0.829,13304
5.76,35,1,0.829,13304
5.74,75,1,0.829,13304
2.52,25,1,0.829,13304
1.89,15,1,0.829,13304
0.51,5,0,0.829,13304
0.32,5,1,0.829,13304
38.13,15,0,0.811,13345
34.21,25,0,0.811,13345
29.16,75,0,0.811,13345
25.68,35,0,0.811,13345
17.81,55,0,0.811,13345
9.23,35,1,0.811,13345
6.63,55,1,0.811,13345
6.58,25,1,0.811,13345
5.53,15,1,0.811,13345
1.51,5,0,0.811,13345
1.01,75,1,0.811,13345
0,5,1,0.811,13345
31.96,15,0,0.776,13357
30.49,55,0,0.776,13357
27.13,35,0,0.776,13357
24.39,25,0,0.776,13357
22.86,55,1,0.776,13357
22.22,75,0,0.776,13357
12,35,1,0.776,13357
0,15,1,0.776,13357
0,25,1,0.776,13357
0,5,1,0.776,13357
0,75,1,0.776,13357
0,5,0,0.776,13357
27.16,75,0,0.836,13400
21.13,15,0,0.836,13400
16.2,25,0,0.836,13400
13.72,55,0,0.836,13400
12.73,35,0,0.836,13400
6.02,15,1,0.836,13400
3.77,35,1,0.836,13400
3.66,25,1,0.836,13400
3.15,55,1,0.836,13400
1.89,75,1,0.836,13400
0.99,5,1,0.836,13400
0.93,5,0,0.836,13400
86.84,75,0,0.843,13448
46.51,55,0,0.843,13448
31.27,35,0,0.843,13448
23.03,75,1,0.843,13448
15.48,25,0,0.843,13448
11.96,55,1,0.843,13448
10.21,15,0,0.843,13448
8.45,35,1,0.843,13448
4.98,25,1,0.843,13448
2.61,15,1,0.843,13448
3.8,25,0,0.781,13473
3.36,35,0,0.781,13473
0,15,1,0.781,13473
0,25,1,0.781,13473
0,35,1,0.781,13473
0,5,1,0.781,13473
0,55,1,0.781,13473
0,75,1,0.781,13473
0,15,0,0.781,13473
0,5,0,0.781,13473
0,55,0,0.781,13473
0,75,0,0.781,13473
130.46,75,0,0.84,13501
61.28,75,1,0.84,13501
56.7,55,0,0.84,13501
33.16,35,0,0.84,13501
21.65,25,0,0.84,13501
18.87,55,1,0.84,13501
11.91,35,1,0.84,13501
9.75,15,0,0.84,13501
9.29,25,1,0.84,13501
7.05,15,1,0.84,13501
0.53,5,1,0.84,13501
0.39,5,0,0.84,13501
100.1,75,0,0.823,13525
62.39,55,0,0.823,13525
48.92,35,0,0.823,13525
24.88,75,1,0.823,13525
21.59,25,0,0.823,13525
16.3,55,1,0.823,13525
13.25,15,0,0.823,13525
11.36,35,1,0.823,13525
4.21,25,1,0.823,13525
2.56,15,1,0.823,13525
0.4,5,0,0.823,13525
0,5,1,0.823,13525
17.23,75,0,0.772,13550
7.31,25,0,0.772,13550
7.15,55,0,0.772,13550
6.67,35,0,0.772,13550
4.21,15,0,0.772,13550
2.21,55,1,0.772,13550
1.62,75,1,0.772,13550
1.41,25,1,0.772,13550
1.09,35,1,0.772,13550
0.78,15,1,0.772,13550
0,5,1,0.772,13550
0,5,0,0.772,13550
8.3,75,0,0.759,13603
5.12,55,0,0.759,13603
4.78,35,0,0.759,13603
4.39,25,0,0.759,13603
3.92,15,0,0.759,13603
2.15,15,1,0.759,13603
2.11,75,1,0.759,13603
1.44,55,1,0.759,13603
1.38,25,1,0.759,13603
1.2,35,1,0.759,13603
0.37,5,1,0.759,13603
0.26,5,0,0.759,13603
67.63,75,0,0.798,13614
31.42,55,0,0.798,13614
20.3,35,0,0.798,13614
14.75,25,0,0.798,13614
12.03,75,1,0.798,13614
7.54,55,1,0.798,13614
6.98,15,0,0.798,13614
5.52,35,1,0.798,13614
3.5,25,1,0.798,13614
1.44,15,1,0.798,13614
0.37,5,1,0.798,13614
0.35,5,0,0.798,13614
0,15,1,0.781,13657
0,25,1,0.781,13657
0,35,1,0.781,13657
0,5,1,0.781,13657
0,55,1,0.781,13657
0,75,1,0.781,13657
0,15,0,0.781,13657
0,25,0,0.781,13657
0,35,0,0.781,13657
0,5,0,0.781,13657
0,55,0,0.781,13657
0,75,0,0.781,13657
86.96,75,0,0.752,13743
46.36,55,0,0.752,13743
29.63,75,1,0.752,13743
23.9,35,0,0.752,13743
20.13,25,1,0.752,13743
10.44,35,1,0.752,13743
10.03,25,0,0.752,13743
9.22,5,0,0.752,13743
7.12,15,0,0.752,13743
3.6,15,1,0.752,13743
0,5,1,0.752,13743
0,55,1,0.752,13743
12.09,75,0,0.801,13756
7.59,55,0,0.801,13756
6.88,25,0,0.801,13756
6.3,35,0,0.801,13756
3.5,15,0,0.801,13756
2.61,75,1,0.801,13756
2.26,55,1,0.801,13756
1.94,25,1,0.801,13756
1.64,35,1,0.801,13756
0.93,15,1,0.801,13756
0,5,1,0.801,13756
0,5,0,0.801,13756
101.57,75,0,0.821,13761
68.23,55,0,0.821,13761
55.88,35,0,0.821,13761
24.33,25,0,0.821,13761
21.84,75,1,0.821,13761
16.23,55,1,0.821,13761
12.26,35,1,0.821,13761
12.13,15,0,0.821,13761
4.94,25,1,0.821,13761
3.29,15,1,0.821,13761
0.4,5,0,0.821,13761
0.21,5,1,0.821,13761
0,15,1,0.812,13763
0,25,1,0.812,13763
0,35,1,0.812,13763
0,5,1,0.812,13763
0,55,1,0.812,13763
0,75,1,0.812,13763
0,15,0,0.812,13763
0,25,0,0.812,13763
0,35,0,0.812,13763
0,5,0,0.812,13763
0,55,0,0.812,13763
0,75,0,0.812,13763
7.79,35,0,0.77,13786
0,15,1,0.77,13786
0,25,1,0.77,13786
0,35,1,0.77,13786
0,5,1,0.77,13786
0,55,1,0.77,13786
0,75,1,0.77,13786
0,15,0,0.77,13786
0,25,0,0.77,13786
0,5,0,0.77,13786
0,55,0,0.77,13786
0,75,0,0.77,13786
51.71,25,0,0.778,13845
51.58,35,0,0.778,13845
46.19,75,0,0.778,13845
43.19,55,0,0.778,13845
28.76,15,0,0.778,13845
13.84,75,1,0.778,13845
8.95,15,1,0.778,13845
7.96,35,1,0.778,13845
7.88,25,1,0.778,13845
7.76,55,1,0.778,13845
2.62,5,0,0.778,13845
0.58,5,1,0.778,13845
40.59,75,0,0.814,13874
26.05,35,0,0.814,13874
23.8,25,0,0.814,13874
23.48,55,0,0.814,13874
21.83,15,0,0.814,13874
6.47,15,1,0.814,13874
6.39,35,1,0.814,13874
6.2,25,1,0.814,13874
3.44,55,1,0.814,13874
2.47,75,1,0.814,13874
1.37,5,0,0.814,13874
0.79,5,1,0.814,13874
45.4,55,0,0.838,13894
42.07,35,0,0.838,13894
33.94,75,0,0.838,13894
27.3,25,0,0.838,13894
20.09,15,0,0.838,13894
6.94,55,1,0.838,13894
6.02,75,1,0.838,13894
5.15,35,1,0.838,13894
2.43,15,1,0.838,13894
2.18,25,1,0.838,13894
0.63,5,0,0.838,13894
0.22,5,1,0.838,13894
26.38,75,0,0.818,13946
19.96,15,0,0.818,13946
15.65,25,0,0.818,13946
14.92,55,0,0.818,13946
10.64,35,0,0.818,13946
5.1,15,1,0.818,13946
3.21,35,1,0.818,13946
3.16,25,1,0.818,13946
2.85,55,1,0.818,13946
2.38,75,1,0.818,13946
0.84,5,1,0.818,13946
0.78,5,0,0.818,13946
80.75,75,0,0.817,13952
44.46,55,0,0.817,13952
34.01,35,0,0.817,13952
19.81,75,1,0.817,13952
17.33,25,0,0.817,13952
13.63,15,0,0.817,13952
13.47,55,1,0.817,13952
7.07,35,1,0.817,13952
4.59,25,1,0.817,13952
2.04,15,1,0.817,13952
1.37,5,0,0.817,13952
0.48,5,1,0.817,13952
52.47,75,0,0.847,13961
36.15,35,0,0.847,13961
34.77,55,0,0.847,13961
23.69,25,0,0.847,13961
12.23,15,0,0.847,13961
11.88,75,1,0.847,13961
7.74,35,1,0.847,13961
7,55,1,0.847,13961
3.92,25,1,0.847,13961
2.41,15,1,0.847,13961
0.75,5,0,0.847,13961
0.39,5,1,0.847,13961
13.71,75,0,0.789,13968
8.22,25,0,0.789,13968
6.76,35,0,0.789,13968
6.71,55,0,0.789,13968
5.27,15,0,0.789,13968
2.65,75,1,0.789,13968
1.57,55,1,0.789,13968
1.05,35,1,0.789,13968
0.79,15,1,0.789,13968
0.62,25,1,0.789,13968
0.31,5,0,0.789,13968
0,5,1,0.789,13968
13.96,75,0,0.799,14008
9.69,55,0,0.799,14008
7.12,25,0,0.799,14008
6.1,35,0,0.799,14008
3.02,55,1,0.799,14008
2.88,15,0,0.799,14008
2.08,25,1,0.799,14008
1.8,35,1,0.799,14008
1.05,75,1,0.799,14008
0.4,15,1,0.799,14008
0.17,5,1,0.799,14008
0,5,0,0.799,14008
59.48,75,0,0.656,14071
34.41,55,0,0.656,14071
24.81,35,0,0.656,14071
24.32,75,1,0.656,14071
19.35,25,0,0.656,14071
14.43,15,0,0.656,14071
10.59,55,1,0.656,14071
9.35,25,1,0.656,14071
9.02,15,1,0.656,14071
8.91,35,1,0.656,14071
1.34,5,1,0.656,14071
0.98,5,0,0.656,14071
0,15,1,0.783,14093
0,25,1,0.783,14093
0,35,1,0.783,14093
0,5,1,0.783,14093
0,55,1,0.783,14093
0,75,1,0.783,14093
0,15,0,0.783,14093
0,25,0,0.783,14093
0,35,0,0.783,14093
0,5,0,0.783,14093
0,55,0,0.783,14093
0,75,0,0.783,14093
43.63,75,0,0.781,14106
19.37,55,0,0.781,14106
12.53,35,0,0.781,14106
12.07,25,0,0.781,14106
9.8,75,1,0.781,14106
7.33,15,0,0.781,14106
7.21,55,1,0.781,14106
3.54,35,1,0.781,14106
3.01,25,1,0.781,14106
1.65,15,1,0.781,14106
0.63,5,0,0.781,14106
0.08,5,1,0.781,14106
0,15,1,0.771,14114
0,25,1,0.771,14114
0,35,1,0.771,14114
0,5,1,0.771,14114
0,55,1,0.771,14114
0,75,1,0.771,14114
0,15,0,0.771,14114
0,25,0,0.771,14114
0,35,0,0.771,14114
0,5,0,0.771,14114
0,55,0,0.771,14114
0,75,0,0.771,14114
14.85,75,0,0.78,14181
11.05,15,0,0.78,14181
8.89,25,0,0.78,14181
8.03,35,0,0.78,14181
5,55,0,0.78,14181
1.64,35,1,0.78,14181
1.55,75,1,0.78,14181
1.54,15,1,0.78,14181
1.37,5,0,0.78,14181
1.34,25,1,0.78,14181
0.43,55,1,0.78,14181
0.29,5,1,0.78,14181
36.25,75,0,0.785,14193
20.25,55,0,0.785,14193
14.28,25,0,0.785,14193
12.67,35,0,0.785,14193
12.21,75,1,0.785,14193
7.58,55,1,0.785,14193
6.7,15,0,0.785,14193
4.44,35,1,0.785,14193
4.21,25,1,0.785,14193
3.26,15,1,0.785,14193
0.41,5,0,0.785,14193
0,5,1,0.785,14193
32.68,75,0,0.831,14203
21.4,15,0,0.831,14203
18.85,25,0,0.831,14203
15.88,55,0,0.831,14203
11.44,35,0,0.831,14203
6.03,15,1,0.831,14203
3.28,35,1,0.831,14203
3.24,55,1,0.831,14203
3.16,25,1,0.831,14203
2.57,75,1,0.831,14203
0.8,5,0,0.831,14203
0.49,5,1,0.831,14203
24.03,75,0,0.833,14206
19.96,15,0,0.833,14206
15.25,25,0,0.833,14206
13.75,55,0,0.833,14206
12.2,35,0,0.833,14206
4.93,15,1,0.833,14206
3.16,25,1,0.833,14206
3.08,35,1,0.833,14206
3.01,55,1,0.833,14206
2.23,75,1,0.833,14206
0.91,5,0,0.833,14206
0.91,5,1,0.833,14206
3.4,25,1,0.789,14209
3.26,35,1,0.789,14209
2.92,25,0,0.789,14209
2.17,15,1,0.789,14209
2.02,35,0,0.789,14209
1.78,55,0,0.789,14209
0.66,15,0,0.789,14209
0,5,1,0.789,14209
0,55,1,0.789,14209
0,75,1,0.789,14209
0,5,0,0.789,14209
0,75,0,0.789,14209
44.45,75,0,0.789,14223
20.65,55,0,0.789,14223
13.22,25,0,0.789,14223
13.13,35,0,0.789,14223
9.98,75,1,0.789,14223
7.59,15,0,0.789,14223
6.97,55,1,0.789,14223
3.48,35,1,0.789,14223
2.59,25,1,0.789,14223
1.76,15,1,0.789,14223
0.41,5,0,0.789,14223
0.09,5,1,0.789,14223
86.69,75,0,0.807,14232
46.55,55,0,0.807,14232
29.9,35,0,0.807,14232
20.75,75,1,0.807,14232
14.66,15,0,0.807,14232
13.9,25,0,0.807,14232
13.84,55,1,0.807,14232
7.97,35,1,0.807,14232
4.97,15,1,0.807,14232
2.29,25,1,0.807,14232
0.45,5,1,0.807,14232
0,5,0,0.807,14232
17.58,75,0,0.742,14245
11.8,55,0,0.742,14245
11.06,25,0,0.742,14245
11.03,35,0,0.742,14245
7.55,15,0,0.742,14245
3.04,35,1,0.742,14245
2.69,55,1,0.742,14245
2.4,15,1,0.742,14245
2.32,25,1,0.742,14245
2.28,75,1,0.742,14245
0.37,5,0,0.742,14245
0.29,5,1,0.742,14245
38.92,15,0,0.833,14271
27.91,25,0,0.833,14271
24.59,75,0,0.833,14271
20.99,35,0,0.833,14271
19.02,55,0,0.833,14271
9.25,25,1,0.833,14271
6.56,55,1,0.833,14271
6.11,35,1,0.833,14271
5.66,15,1,0.833,14271
3.84,75,1,0.833,14271
0.74,5,0,0.833,14271
0.39,5,1,0.833,14271
9.82,35,0,0.787,14297
0,15,1,0.787,14297
0,25,1,0.787,14297
0,35,1,0.787,14297
0,5,1,0.787,14297
0,55,1,0.787,14297
0,75,1,0.787,14297
0,15,0,0.787,14297
0,25,0,0.787,14297
0,5,0,0.787,14297
0,55,0,0.787,14297
0,75,0,0.787,14297
75.07,75,0,0.818,14299
40.73,55,0,0.818,14299
28.65,35,0,0.818,14299
17.44,75,1,0.818,14299
14.71,15,0,0.818,14299
14.62,25,0,0.818,14299
12.97,55,1,0.818,14299
8.39,35,1,0.818,14299
5,15,1,0.818,14299
3.97,25,1,0.818,14299
0.49,5,1,0.818,14299
0,5,0,0.818,14299
11.64,75,0,0.782,14330
8.67,55,0,0.782,14330
7.52,25,0,0.782,14330
6.29,35,0,0.782,14330
4.01,75,1,0.782,14330
2.63,15,0,0.782,14330
1.59,55,1,0.782,14330
1.13,25,1,0.782,14330
1,35,1,0.782,14330
0.65,15,1,0.782,14330
0,5,1,0.782,14330
0,5,0,0.782,14330
85.61,75,0,0.825,14333
57.25,55,0,0.825,14333
43.48,35,0,0.825,14333
21.07,75,1,0.825,14333
16.09,25,0,0.825,14333
14.82,55,1,0.825,14333
10.94,35,1,0.825,14333
9.86,15,0,0.825,14333
4.82,25,1,0.825,14333
2.08,15,1,0.825,14333
0.21,5,1,0.825,14333
0,5,0,0.825,14333
51.13,35,0,0.788,14351
47.11,75,0,0.788,14351
45.62,25,0,0.788,14351
37.65,55,0,0.788,14351
25.85,15,0,0.788,14351
14.44,75,1,0.788,14351
9.82,15,1,0.788,14351
8.45,25,1,0.788,14351
7.42,35,1,0.788,14351
5.46,55,1,0.788,14351
2.76,5,0,0.788,14351
1.38,5,1,0.788,14351
67.38,75,0,0.817,14362
37.09,55,0,0.817,14362
31.66,35,0,0.817,14362
20.22,25,0,0.817,14362
16.1,15,0,0.817,14362
14.76,75,1,0.817,14362
8.82,55,1,0.817,14362
8.14,35,1,0.817,14362
3.2,25,1,0.817,14362
2.47,15,1,0.817,14362
0.46,5,0,0.817,14362
0,5,1,0.817,14362
64.34,75,0,0.85,14382
49.31,55,0,0.85,14382
40.34,35,0,0.85,14382
33.42,25,0,0.85,14382
22.67,15,0,0.85,14382
16.4,75,1,0.85,14382
10.94,55,1,0.85,14382
8.59,35,1,0.85,14382
3,15,1,0.85,14382
1.47,25,1,0.85,14382
0.99,5,0,0.85,14382
0,5,1,0.85,14382
8.8,25,0,0.804,14383
6.77,35,0,0.804,14383
5.58,55,0,0.804,14383
2.93,15,0,0.804,14383
1.83,15,1,0.804,14383
1.79,25,1,0.804,14383
1.49,5,0,0.804,14383
1.47,35,1,0.804,14383
0,5,1,0.804,14383
0,55,1,0.804,14383
0,75,1,0.804,14383
0,75,0,0.804,14383
78.84,75,0,0.718,14393
64.97,75,1,0.718,14393
27.68,55,0,0.718,14393
18.35,55,1,0.718,14393
17.54,35,0,0.718,14393
15.67,25,0,0.718,14393
14.86,25,1,0.718,14393
13.09,15,0,0.718,14393
12.02,35,1,0.718,14393
7.54,15,1,0.718,14393
0.96,5,0,0.718,14393
0.51,5,1,0.718,14393
24.26,75,0,0.812,14444
21.23,25,0,0.812,14444
11.19,55,0,0.812,14444
7,35,0,0.812,14444
3.74,25,1,0.812,14444
3.31,15,0,0.812,14444
2.44,55,1,0.812,14444
1.77,35,1,0.812,14444
0,15,1,0.812,14444
0,5,1,0.812,14444
0,75,1,0.812,14444
0,5,0,0.812,14444
78.18,75,0,0.812,14447
52.93,55,0,0.812,14447
49.12,35,0,0.812,14447
39.21,25,0,0.812,14447
27.61,15,0,0.812,14447
17.96,75,1,0.812,14447
7.51,55,1,0.812,14447
6.47,25,1,0.812,14447
5.95,35,1,0.812,14447
3.81,15,1,0.812,14447
0,5,1,0.812,14447
0,5,0,0.812,14447
51.46,75,0,0.756,14517
19.46,55,0,0.756,14517
12.88,75,1,0.756,14517
10.64,25,0,0.756,14517
10.63,35,0,0.756,14517
7.76,55,1,0.756,14517
7.12,15,0,0.756,14517
3.73,35,1,0.756,14517
3,25,1,0.756,14517
1.68,15,1,0.756,14517
0.66,5,0,0.756,14517
0.22,5,1,0.756,14517
45.38,55,0,0.84,14552
38.95,35,0,0.84,14552
33,75,0,0.84,14552
25.92,25,0,0.84,14552
20.34,15,0,0.84,14552
7.15,55,1,0.84,14552
5.47,35,1,0.84,14552
5.07,75,1,0.84,14552
2.69,15,1,0.84,14552
2.39,25,1,0.84,14552
0.84,5,0,0.84,14552
0.39,5,1,0.84,14552
59.59,35,0,0.813,14558
54.03,75,0,0.813,14558
51.76,55,0,0.813,14558
34.99,25,0,0.813,14558
26.32,15,0,0.813,14558
17.57,75,1,0.813,14558
7.4,35,1,0.813,14558
6.47,55,1,0.813,14558
4.9,15,1,0.813,14558
3.62,25,1,0.813,14558
1.03,5,0,0.813,14558
0,5,1,0.813,14558
7.2,25,0,0.804,14572
7.11,35,0,0.804,14572
5.6,35,1,0.804,14572
3.47,15,1,0.804,14572
2.62,15,0,0.804,14572
1.68,25,1,0.804,14572
0,5,1,0.804,14572
0,55,1,0.804,14572
0,75,1,0.804,14572
0,5,0,0.804,14572
0,55,0,0.804,14572
0,75,0,0.804,14572
2.84,55,0,0.732,14607
2.55,35,0,0.732,14607
2.19,25,0,0.732,14607
1.47,25,1,0.732,14607
1.33,15,0,0.732,14607
0.82,35,1,0.732,14607
0,15,1,0.732,14607
0,5,1,0.732,14607
0,55,1,0.732,14607
0,75,1,0.732,14607
0,5,0,0.732,14607
0,75,0,0.732,14607
10.97,75,0,0.83,14676
7.73,55,0,0.83,14676
5.04,35,0,0.83,14676
3.84,25,0,0.83,14676
3.34,15,0,0.83,14676
2.65,75,1,0.83,14676
1.79,55,1,0.83,14676
1.31,25,1,0.83,14676
1.12,35,1,0.83,14676
0.56,15,1,0.83,14676
0,5,1,0.83,14676
0,5,0,0.83,14676
43.2,55,0,0.833,14686
42.39,35,0,0.833,14686
32.16,75,0,0.833,14686
24.36,25,0,0.833,14686
19.69,15,0,0.833,14686
6.28,55,1,0.833,14686
5.3,35,1,0.833,14686
4.96,75,1,0.833,14686
2.31,15,1,0.833,14686
2.1,25,1,0.833,14686
0.89,5,0,0.833,14686
0.22,5,1,0.833,14686
38.83,25,0,0.874,14725
30.38,15,0,0.874,14725
20.92,35,0,0.874,14725
20.77,75,0,0.874,14725
19.8,55,0,0.874,14725
7.22,25,1,0.874,14725
5.74,15,1,0.874,14725
5.37,35,1,0.874,14725
3.99,55,1,0.874,14725
3.19,75,1,0.874,14725
0.98,5,0,0.874,14725
0.35,5,1,0.874,14725
41.44,75,0,0.846,14729
21.59,55,0,0.846,14729
21.14,35,0,0.846,14729
21.04,25,0,0.846,14729
15.99,15,0,0.846,14729
5.59,35,1,0.846,14729
5.05,55,1,0.846,14729
4.85,25,1,0.846,14729
4.76,15,1,0.846,14729
4.46,75,1,0.846,14729
1.06,5,1,0.846,14729
0.71,5,0,0.846,14729
39.13,15,0,0.82,14734
37.5,75,0,0.82,14734
26.76,25,0,0.82,14734
24.31,35,0,0.82,14734
23.91,55,0,0.82,14734
7.48,25,1,0.82,14734
7.1,35,1,0.82,14734
6.82,15,1,0.82,14734
6.5,55,1,0.82,14734
6.28,75,1,0.82,14734
0.78,5,0,0.82,14734
0,5,1,0.82,14734
83.51,75,0,0.823,14827
63.08,55,0,0.823,14827
54.8,35,0,0.823,14827
24.21,75,1,0.823,14827
22.81,25,0,0.823,14827
17.44,55,1,0.823,14827
13.95,15,0,0.823,14827
13.11,35,1,0.823,14827
3.02,25,1,0.823,14827
2.69,15,1,0.823,14827
0.63,5,1,0.823,14827
0.6,5,0,0.823,14827
15.62,55,1,0.791,14853
0,15,1,0.791,14853
0,25,1,0.791,14853
0,35,1,0.791,14853
0,5,1,0.791,14853
0,75,1,0.791,14853
0,15,0,0.791,14853
0,25,0,0.791,14853
0,35,0,0.791,14853
0,5,0,0.791,14853
0,55,0,0.791,14853
0,75,0,0.791,14853
75.28,75,0,0.828,14886
56.42,55,0,0.828,14886
34.81,35,0,0.828,14886
20.06,25,0,0.828,14886
15.92,75,1,0.828,14886
13.54,55,1,0.828,14886
12.09,15,0,0.828,14886
10.68,35,1,0.828,14886
3.69,25,1,0.828,14886
1.42,15,1,0.828,14886
